,Code,Site,Bank,Dist,Group,Abund,Biomass,PercC,PercN,d13C,d15N,Trophic,shortSite,SiteBank,d13Cadj,d15Nadj,PercCaq,PercNaq,Region,Width,WidthClass,WidthClass2,Order,OrderClass,Geomorph,Banks,VegFld,VegUp,VegShift,PercAq,PercAqAdj,PercAqRel
1451,DANU1.2-RB/32 PrSpWe,DANU1.2,RB,32,PrSpWe,8,4.3,0.6002,0.0853,-17.41,7,2,DANU1,DANU1RB,-43.11,2.96,0,0.2377,Danube,450,7,7+,7,7,Point bars,Gradual,Barren,Overstory,Barren–Overstory,0.2377,0.2377,0
1438,DANU2-RB/8 PrBeet,DANU2,RB,8,PrBeet,4,77.4,0.4864,0.1055,-17.2,6.87,2,DANU2,DANU2RB,-42.9,2.83,0.997,0.7999,Danube,450,7,7+,7,7,Point bars,Levee,Barren,Overstory,Barren–Overstory,0.7999,0.7999,0.723771397
1440,DANU2-RB/16 PrSpHu,DANU2,RB,16,PrSpHu,3,6,0.5579,0.0803,-17.24,7.59,2,DANU2,DANU2RB,-42.94,3.55,1,0.48,Danube,450,7,7+,7,7,Point bars,Levee,Barren,Overstory,Barren–Overstory,0.48,0.48,0.28216455
1441,DANU2-RB/16 PrBeet,DANU2,RB,16,PrBeet,2,34.4,0.5279,0.0946,-15.87,5.77,2,DANU2,DANU2RB,-41.57,1.73,0.8978,1,Danube,450,7,7+,7,7,Point bars,Levee,Barren,Overstory,Barren–Overstory,1,1,1
1463,DANU2-RB/8 PrSpWe,DANU2,RB,8,PrSpWe,9,11,0.5132,0.0863,-17.43,6.42,2,DANU2,DANU2RB,-43.13,2.38,1,1,Danube,450,7,7+,7,7,Point bars,Levee,Barren,Overstory,Barren–Overstory,1,1,1
1465,DANU2-RB/16 PrSpWe,DANU2,RB,16,PrSpWe,25,9.4,0.5426,0.1098,-17.13,8.05,2,DANU2,DANU2RB,-42.83,4.01,0.9918,0.2756,Danube,450,7,7+,7,7,Point bars,Levee,Barren,Overstory,Barren–Overstory,0.2756,0.2756,0
1469,DANU2-RB/25 PrSpWe,DANU2,RB,25,PrSpWe,6,7.6,0.541,0.1047,-16.82,7.38,2,DANU2,DANU2RB,-42.52,3.34,0.9686,0.5734,Danube,450,7,7+,7,7,Point bars,Levee,Barren,Overstory,Barren–Overstory,0.5734,0.5734,0.41109884
1470,DANU2-RB/32 PrSpWe,DANU2,RB,32,PrSpWe,15,12.3,0.5377,0.1076,-16.67,6.74,2,DANU2,DANU2RB,-42.37,2.7,0.9575,0.8577,Danube,450,7,7+,7,7,Point bars,Levee,Barren,Overstory,Barren–Overstory,0.8577,0.8577,0.803561568
1476,DFOR1-RB/64 PrBeet,DFOR1,RB,64,PrBeet,10,876.3,0.5262,0.095,-16.92,7.44,2,DFOR1,DFOR1RB,-41.42,8.02,0.0035,0.7974,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.7974,0.8358,0
1480,DFOR1-RB/1 PrSpHu,DFOR1,RB,1,PrSpHu,6,9.6,0.3508,0.0887,-15.56,8.18,2,DFOR1,DFOR1RB,-40.06,8.76,0.1028,0.9068,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.9068,0.9068,0.432399513
1483,DFOR1-RB/0 PrSpHu,DFOR1,RB,0,PrSpHu,10,8,0.486,0.1221,-15.68,8.66,2,DFOR1,DFOR1RB,-40.18,9.24,0.0941,0.9778,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.9778,0.9778,0.864799026
1501,DFOR1-RB/4 PrSpHu,DFOR1,RB,4,PrSpHu,9,7.1,0.5417,0.1084,-16.31,8.42,2,DFOR1,DFOR1RB,-40.81,9,0.0481,0.9423,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.9423,0.9423,0.648599269
1503,DFOR1-RB/4 PrBeet,DFOR1,RB,4,PrBeet,4,16.7,0.4944,0.0991,-16.52,8,2,DFOR1,DFOR1RB,-41.02,8.58,0.0328,0.8802,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.8802,0.8802,0.270401949
1504,DFOR1-RB/4 PrSpWe,DFOR1,RB,4,PrSpWe,8,9.3,0.5584,0.0957,-16.85,8.34,2,DFOR1,DFOR1RB,-41.35,8.92,0.0087,0.9305,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.9305,0.9305,0.576735688
1505,DFOR1-RB/2 PrSpHu,DFOR1,RB,2,PrSpHu,17,21.3,0.4284,0.1102,-16.01,8.81,2,DFOR1,DFOR1RB,-40.51,9.39,0.07,1,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,1,1,1
1508,DFOR1-RB/20 PrSpWe,DFOR1,RB,20,PrSpWe,10,8.4,0.5378,0.1084,-16.97,7.31,2,DFOR1,DFOR1RB,-41.47,7.89,0,0.7781,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.7781,0.8358,0
1510,DFOR1-RB/13 PrSpWe,DFOR1,RB,13,PrSpWe,3,12.6,0.5298,0.1162,-16.51,8.08,2,DFOR1,DFOR1RB,-41.01,8.66,0.0335,0.892,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.892,0.892,0.34226553
1511,DFOR1-RB/16 PrSpWe,DFOR1,RB,16,PrSpWe,13,21.3,0.4583,0.1232,-15.95,7.94,2,DFOR1,DFOR1RB,-40.45,8.52,0.0744,0.8713,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.8713,0.8713,0.216199756
1514,DFOR1-RB/32 PrSpWe,DFOR1,RB,32,PrSpWe,5,5.9,0.5896,0.0762,-17.26,7.7,2,DFOR1,DFOR1RB,-41.76,8.28,0,0.8358,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.8358,0.8358,0
1520,DFOR1-RB/2 PrSpWe,DFOR1,RB,2,PrSpWe,23,6.1,0.5458,0.1053,-16.27,7.96,2,DFOR1,DFOR1RB,-40.77,8.54,0.051,0.8743,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Overstory,Barren–Overstory,0.8743,0.8743,0.234470158
1526,DMDW1-RB/18 PrSpHu,DMDW1,RB,18,PrSpHu,3,12.8,0.499,0.1043,-15.99,8.58,2,DMDW1,DMDW1RB,-40.36,1.45,0.9494,0.3985,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.3985,0.3985,0.432025152
1528,DMDW1-RB/32 PrSpWe,DMDW1,RB,32,PrSpWe,5,5.8,0.5063,0.1133,-16.11,9.62,2,DMDW1,DMDW1RB,-40.48,2.49,0.9583,0.6947,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.6947,0.6947,0.753143972
1533,DMDW1-RB/128 PrSpHu,DMDW1,RB,128,PrSpHu,1,4.6,0.598,0.0912,-16.17,6.57,2,DMDW1,DMDW1RB,-40.54,-0.56,0.9628,0,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0,0,0
1536,DMDW1-RB/2 PrSpHu,DMDW1,RB,2,PrSpHu,10,7.9,0.5555,0.0899,-16.62,9.35,2,DMDW1,DMDW1RB,-40.99,2.22,0.9963,0.6177,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.6177,0.6177,0.669666088
1540,DMDW1-RB/4 PrSpHu,DMDW1,RB,4,PrSpHu,15,14.4,0.4354,0.1169,-16.02,9.95,2,DMDW1,DMDW1RB,-40.39,2.82,0.9516,0.7885,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.7885,0.7885,0.854835212
1544,DMDW1-RB/8 PrSpHu,DMDW1,RB,8,PrSpHu,8,22.6,0.5159,0.1186,-16.19,8.9,2,DMDW1,DMDW1RB,-40.56,1.77,0.9643,0.4896,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.4896,0.4896,0.530789245
1546,DMDW1-RB/13 PrSpWe,DMDW1,RB,13,PrSpWe,6,10,0.5515,0.1069,-16.11,7.73,2,DMDW1,DMDW1RB,-40.48,0.6,0.9583,0.1567,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.1567,0.1567,0.169882914
1550,DMDW1-RB/16 PrSpWe,DMDW1,RB,16,PrSpWe,5,10.6,0.536,0.1032,-16.95,9.39,2,DMDW1,DMDW1RB,-41.32,2.26,1,0.6291,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.6291,0.6291,0.682025152
1551,DMDW1-RB/16 PrSpHu,DMDW1,RB,16,PrSpHu,10,17.4,0.4575,0.1209,-16.03,9.14,2,DMDW1,DMDW1RB,-40.4,2.01,0.9523,0.5579,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.5579,0.5579,0.604835212
1552,DMDW1-RB/0 PrBeet,DMDW1,RB,0,PrBeet,14,16.7,0.5168,0.1093,-16.6,10.42,2,DMDW1,DMDW1RB,-40.97,3.29,0.9948,0.9224,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.9224,0.9224,1
1554,DMDW1-RB/0 PrSpHu,DMDW1,RB,0,PrSpHu,7,10.1,0.4497,0.117,-15.76,10.29,2,DMDW1,DMDW1RB,-40.13,3.16,0.9323,0.8853,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.8853,0.8853,0.959778838
1555,DMDW1-RB/1 PrSpHu,DMDW1,RB,1,PrSpHu,11,8.8,0.4967,0.1102,-15.85,9.61,2,DMDW1,DMDW1RB,-40.22,2.48,0.939,0.6919,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.6919,0.6919,0.750108413
1556,DMDW1-RB/1 PrBeet,DMDW1,RB,1,PrBeet,7,7,0.488,0.1102,-16.67,10.02,2,DMDW1,DMDW1RB,-41.04,2.89,1,0.8084,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.8084,0.8084,0.876409367
1558,DMDW1-RB/4 PrBeet,DMDW1,RB,4,PrBeet,6,5.8,0.5101,0.1016,-17.15,9.81,2,DMDW1,DMDW1RB,-41.52,2.68,1,0.7486,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.7486,0.7486,0.811578491
1565,DMDW1-RB/32 PrSpHu,DMDW1,RB,32,PrSpHu,2,7.1,0.4669,0.1221,-14.77,7.35,2,DMDW1,DMDW1RB,-39.14,0.22,0.8585,0.0484,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0.0484,0.0484,0.052471813
1566,DMDW1-RB/64 PrSpHu,DMDW1,RB,64,PrSpHu,10,26.2,0.4614,0.1204,-14.6,7.18,2,DMDW1,DMDW1RB,-38.97,0.05,0.8459,0,Danube,500,7,7+,7,7,Straight,Terrace,Barren,Understory,Barren–Understory,0,0,0
1788,DRAV1-LB/4 PrSpHu,DRAV1,LB,4,PrSpHu,4,5.7,0.5589,0.0836,-16.32,6.44,2,DRAV1,DRAV1LB,-42.4,4.77,0.9868,0.8349,Danube,150,7,5to6,6,5to6,Straight,Terrace,Understory,Overstory,Understory–Overstory,0.8349,0.8349,1
1792,DRAV1-LB/6 PrSpHu,DRAV1,LB,6,PrSpHu,2,16.5,0.5602,0.1127,-16.08,6.99,2,DRAV1,DRAV1LB,-42.16,5.32,0.9702,0.9131,Danube,150,7,5to6,6,5to6,Straight,Terrace,Understory,Overstory,Understory–Overstory,0.9131,0.8349,1
1796,DRAV1-LB/9 PrSpWe,DRAV1,LB,9,PrSpWe,3,9.6,0.5541,0.1154,-16.51,7.6,2,DRAV1,DRAV1LB,-42.59,5.93,1,1,Danube,150,7,5to6,6,5to6,Straight,Terrace,Understory,Overstory,Understory–Overstory,1,0.8349,1
1799,DRAV1-LB/16 PrSpWe,DRAV1,LB,16,PrSpWe,6,20.5,0.4831,0.1257,-15.91,5.5,2,DRAV1,DRAV1LB,-41.99,3.83,0.9585,0.7012,Danube,150,7,5to6,6,5to6,Straight,Terrace,Understory,Overstory,Understory–Overstory,0.7012,0.7012,0.605255388
1802,DRAV1-LB/32 PrSpWe,DRAV1,LB,32,PrSpWe,8,9.3,0.5345,0.1086,-16.63,4.06,2,DRAV1,DRAV1LB,-42.71,2.39,1,0.4962,Danube,150,7,5to6,6,5to6,Straight,Terrace,Understory,Overstory,Understory–Overstory,0.4962,0.4962,0
1808,DRAV1-LB/44 PrSpWe,DRAV1,LB,44,PrSpWe,13,8.2,0.4881,0.1152,-15.86,5.48,2,DRAV1,DRAV1LB,-41.94,3.81,0.955,0.6983,Danube,150,7,5to6,6,5to6,Straight,Terrace,Understory,Overstory,Understory–Overstory,0.6983,0.6983,0.596693239
1819,DRAV1-LB/9 PrBeet,DRAV1,LB,9,PrBeet,1,148.7,0.4842,0.1154,-15.85,2.86,2,DRAV1,DRAV1LB,-41.93,1.19,0.9543,0.3254,Danube,150,7,5to6,6,5to6,Straight,Terrace,Understory,Overstory,Understory–Overstory,0.3254,0.4962,0
1569,DSRB1-LB/45 PrBeet,DSRB1,LB,45,PrBeet,11,352.4,0.5183,0.1018,-12.41,8.33,2,DSRB1,DSRB1LB,-32.5,9.83,0.3621,0.7605,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,0.7605,0.7605,0.74701595
1571,DSRB1-LB/45 PrSpHu,DSRB1,LB,45,PrSpHu,4,6,0.4758,0.1228,-15.32,9.22,2,DSRB1,DSRB1LB,-35.41,10.72,0.0702,0.9065,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,0.9065,0.9065,0.901235872
1587,DSRB1-LB/8 PrSpHu,DSRB1,LB,8,PrSpHu,1,9.6,0.4591,0.1162,-15.28,11.63,2,DSRB1,DSRB1LB,-35.37,13.13,0.0742,1,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,1,1,1
1589,DSRB1-LB/11 PrSpWe,DSRB1,LB,11,PrSpWe,6,12.6,0.4826,0.127,-14.76,8.07,2,DSRB1,DSRB1LB,-34.85,9.57,0.1264,0.7178,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,0.7178,0.7178,0.701911905
1591,DSRB1-LB/11 PrSpHu,DSRB1,LB,11,PrSpHu,2,6.3,0.5555,0.0951,-15.98,8.07,2,DSRB1,DSRB1LB,-36.07,9.57,0.004,0.7178,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,0.7178,0.7178,0.701911905
1595,DSRB1-LB/16 PrSpHu,DSRB1,LB,16,PrSpHu,3,34.9,0.4824,0.1221,-16.33,8.2,2,DSRB1,DSRB1LB,-36.42,9.7,0,0.7392,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,0.7392,0.7392,0.724516742
1602,DSRB1-LB/41 PrSpHu,DSRB1,LB,41,PrSpHu,2,26.2,0.4796,0.1348,-15.43,8.58,2,DSRB1,DSRB1LB,-35.52,10.08,0.0592,0.8015,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,0.8015,0.8015,0.790324284
1614,DSRB1-LB/128 PrSpWe,DSRB1,LB,128,PrSpWe,2,9.5,0.4958,0.1231,-15.21,4.02,2,DSRB1,DSRB1LB,-35.3,5.52,0.0812,0.0533,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,0.0533,0.0533,0
1615,DSRB1-LB/2 PrSpHu,DSRB1,LB,2,PrSpHu,1,24.8,0.5282,0.1071,-14.61,9.79,2,DSRB1,DSRB1LB,-34.7,11.29,0.1414,1,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,1,1,1
1619,DSRB1-LB/16 PrBeet,DSRB1,LB,16,PrBeet,2,76.2,0.5257,0.0897,-13.73,7.04,2,DSRB1,DSRB1LB,-33.82,8.54,0.2297,0.5489,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,0.5489,0.5489,0.523502694
1622,DSRB1-LB/41 PrBeet,DSRB1,LB,41,PrBeet,11,505.3,0.4998,0.0918,-14.87,9.67,2,DSRB1,DSRB1LB,-34.96,11.17,0.1153,0.9804,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,0.9804,0.9804,0.979296504
1627,DSRB1-LB/128 PrSpHu,DSRB1,LB,128,PrSpHu,4,8.7,0.4877,0.1147,-16.02,4.47,2,DSRB1,DSRB1LB,-36.11,5.97,0,0.1271,Danube,600,7,7+,7,7,Straight,Levee,Understory,Overstory,Understory–Overstory,0.1271,0.1271,0.077955002
1642,DSRB2-LB/32 PrSpWe,DSRB2,LB,32,PrSpWe,15,7.8,0.5748,0.1057,-16.78,8.51,2,DSRB2,DSRB2LB,-42.54,6.81,0.9239,0.6724,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.6724,0.6724,0.406306633
1645,DSRB2-LB/64 PrSpWe,DSRB2,LB,64,PrSpWe,7,11.9,0.468,0.1259,-16.01,7.73,2,DSRB2,DSRB2LB,-41.77,6.03,0.8707,0.4823,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.4823,0.4823,0.061797753
1653,DSRB2-LB/128 PrSpWe,DSRB2,LB,128,PrSpWe,2,6.6,0.4724,0.1249,-16.28,10.04,2,DSRB2,DSRB2LB,-42.04,8.34,0.8893,1,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,1,1,1
1655,DSRB2-LB/168 PrSpHu,DSRB2,LB,168,PrSpHu,2,36.9,0.4601,0.1159,-15.66,7.7,2,DSRB2,DSRB2LB,-41.42,6,0.8465,0.475,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.475,0.475,0.048568322
1658,DSRB2-LB/176 PrSpHu,DSRB2,LB,176,PrSpHu,2,5.4,0.486,0.1205,-13.02,6.2,2,DSRB2,DSRB2LB,-38.78,4.5,0.6639,0.1096,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.1096,0.4482,0
1660,DSRB2-LB/217 PrSpHu,DSRB2,LB,217,PrSpHu,3,7.5,0.4367,0.1124,-14.98,5.99,2,DSRB2,DSRB2LB,-40.74,4.29,0.7994,0.0585,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.0585,0.4482,0
1663,DSRB2-LB/240 PrSpHu,DSRB2,LB,240,PrSpHu,8,11.9,0.4968,0.1318,-14.38,9.07,2,DSRB2,DSRB2LB,-40.14,7.37,0.758,0.8088,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.8088,0.8088,0.653497644
1666,DSRB2-LB/256 PrSpHu,DSRB2,LB,256,PrSpHu,7,17.1,0.4808,0.1312,-13.83,8.74,2,DSRB2,DSRB2LB,-39.59,7.04,0.7199,0.7284,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.7284,0.7284,0.507792679
1668,DSRB2-LB/256 PrBeet,DSRB2,LB,256,PrBeet,8,255.3,0.5465,0.1117,-12.09,7.19,2,DSRB2,DSRB2LB,-37.85,5.49,0.5996,0.3508,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.3508,0.4482,0
1669,DSRB2-LB/2 PrBeet,DSRB2,LB,2,PrBeet,3,5.3,0.5342,0.0956,-18.03,7.59,2,DSRB2,DSRB2LB,-43.79,5.89,1,0.4482,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.4482,0.4482,0
1670,DSRB2-LB/4 PrSpHu,DSRB2,LB,4,PrSpHu,12,11.3,0.466,0.1138,-16.28,8.66,2,DSRB2,DSRB2LB,-42.04,6.96,0.8893,0.7089,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.7089,0.7089,0.472453788
1671,DSRB2-LB/4 PrBeet,DSRB2,LB,4,PrBeet,7,76.2,0.5414,0.0824,-17.88,8.2,2,DSRB2,DSRB2LB,-43.64,6.5,1,0.5968,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.5968,0.5968,0.269300471
1673,DSRB2-LB/8 PrSpHu,DSRB2,LB,8,PrSpHu,1,37.1,0.4457,0.1291,-15.69,10.73,2,DSRB2,DSRB2LB,-41.45,9.03,0.8485,1,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,1,1,1
1674,DSRB2-LB/8 PrBeet,DSRB2,LB,8,PrBeet,2,43.6,0.5576,0.0766,-18.83,8.38,2,DSRB2,DSRB2LB,-44.59,6.68,1,0.6407,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.6407,0.6407,0.348858282
1676,DSRB2-LB/16 PrBeet,DSRB2,LB,16,PrBeet,3,73.1,0.5125,0.0893,-17.73,7.67,2,DSRB2,DSRB2LB,-43.49,5.97,0.9896,0.4677,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.4677,0.4677,0.035338891
1678,DSRB2-LB/64 PrBeet,DSRB2,LB,64,PrBeet,2,227.3,0.5709,0.0935,-17.63,8.47,2,DSRB2,DSRB2LB,-43.39,6.77,0.9827,0.6626,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.6626,0.6626,0.388546575
1679,DSRB2-LB/128 PrSpHu,DSRB2,LB,128,PrSpHu,3,5.4,0.5947,0.0746,-17.29,8.2,2,DSRB2,DSRB2LB,-43.05,6.5,0.9592,0.5968,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.5968,0.5968,0.269300471
1681,DSRB2-LB/150 PrSpHu,DSRB2,LB,150,PrSpHu,6,5.7,0.4582,0.1032,-16.9,8.59,2,DSRB2,DSRB2LB,-42.66,6.89,0.9322,0.6919,Danube,600,7,7+,7,7,Meandering,Levee,Overstory,Understory,Overstory–Understory,0.6919,0.6919,0.441645524
1689,DSRB3-LB/0 PrSpHu,DSRB3,LB,0,PrSpHu,21,15.7,0.4513,0.1186,-15.88,8.76,2,DSRB3,DSRB3LB,-41.38,7.9,0.9137,0.1634,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.1634,0.2471,0
1693,DSRB3-LB/1 PrSpHu,DSRB3,LB,1,PrSpHu,6,5.9,0.4594,0.1164,-15.91,7.43,2,DSRB3,DSRB3LB,-41.41,6.57,0.9159,0.4222,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.4222,0.356,1
1694,DSRB3-LB/2 PrSpWe,DSRB3,LB,2,PrSpWe,16,11.8,0.4775,0.1251,-16.95,8.11,2,DSRB3,DSRB3LB,-42.45,7.25,0.994,0.2899,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.2899,0.2899,0.39302112
1695,DSRB3-LB/2 PrSpHu,DSRB3,LB,2,PrSpHu,16,15.5,0.4883,0.1326,-16.56,8.9,2,DSRB3,DSRB3LB,-42.06,8.04,0.9647,0.1362,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.1362,0.2471,0
1702,DSRB3-LB/16 PrSpHu,DSRB3,LB,16,PrSpHu,11,6.1,0.495,0.1043,-15.93,8.15,2,DSRB3,DSRB3LB,-41.43,7.29,0.9174,0.2821,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.2821,0.2821,0.321395776
1704,DSRB3-LB/35 PrSpHu,DSRB3,LB,35,PrSpHu,4,10.8,0.4492,0.1201,-14.77,8.33,2,DSRB3,DSRB3LB,-40.27,7.47,0.8303,0.2471,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.2471,0.2471,0
1707,DSRB3-LB/64 PrSpHu,DSRB3,LB,64,PrSpHu,12,136.3,0.4424,0.1222,-14.98,10.41,2,DSRB3,DSRB3LB,-40.48,9.55,0.8461,0,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0,0.2471,0
1712,DSRB3-LB/128 PrSpHu,DSRB3,LB,128,PrSpHu,16,45.5,0.4473,0.1207,-14.67,9.59,2,DSRB3,DSRB3LB,-40.17,8.73,0.8228,0.0019,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.0019,0.2471,0
1717,DSRB3-LB/256 PrSpHu,DSRB3,LB,256,PrSpHu,9,31.7,0.4169,0.1103,-14.36,9.9,2,DSRB3,DSRB3LB,-39.86,9.04,0.7996,0,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0,0.2471,0
1718,DSRB3-LB/0 PrBeet,DSRB3,LB,0,PrBeet,10,8.1,0.4962,0.1102,-15.46,8.98,2,DSRB3,DSRB3LB,-40.96,8.12,0.8821,0.1206,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.1206,0.2471,0
1722,DSRB3-LB/8 PrBeet,DSRB3,LB,8,PrBeet,1,92.4,0.5871,0.0826,-17.09,8.11,2,DSRB3,DSRB3LB,-42.59,7.25,1,0.2899,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.2899,0.2899,0.39302112
1723,DSRB3-LB/8 PrSpHu,DSRB3,LB,8,PrSpHu,1,4.8,0.6394,0.0741,-17.06,7.77,2,DSRB3,DSRB3LB,-42.56,6.91,1,0.356,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.356,0.356,1
1724,DSRB3-LB/16 PrBeet,DSRB3,LB,16,PrBeet,8,35.5,0.4881,0.1002,-16.4,8.2,2,DSRB3,DSRB3LB,-41.9,7.34,0.9527,0.2724,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.2724,0.2724,0.232323232
1725,DSRB3-LB/35 PrBeet,DSRB3,LB,35,PrBeet,6,313.5,0.5519,0.0976,-16.78,6.99,2,DSRB3,DSRB3LB,-42.28,6.13,0.9812,0.5078,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.5078,0.356,1
1726,DSRB3-LB/64 PrBeet,DSRB3,LB,64,PrBeet,7,191.4,0.4798,0.0896,-15.02,7,2,DSRB3,DSRB3LB,-40.52,6.14,0.8491,0.5058,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.5058,0.356,1
1727,DSRB3-LB/128 PrBeet,DSRB3,LB,128,PrBeet,6,85.8,0.5227,0.093,-16.47,9.6,2,DSRB3,DSRB3LB,-41.97,8.74,0.958,0,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0,0.2471,0
1729,DSRB3-LB/256 PrBeet,DSRB3,LB,256,PrBeet,1,47.3,0.5063,0.0811,-17.03,6.16,2,DSRB3,DSRB3LB,-42.53,5.3,1,0.6693,Danube,400,7,7+,7,7,Straight,Gradual,Overstory,Understory,Overstory–Understory,0.6693,0.356,1
1735,DSRB4-LB/0 PrSpWe,DSRB4,LB,0,PrSpWe,18,15.8,0.4874,0.1117,-16.98,8.78,2,DSRB4,DSRB4LB,-42.47,5.98,0.051,0.8444,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.8444,0.8444,0.571349862
