Code,Site,Bank,Dist,Group,Method,Replicate,Abund,Biomass
RESI2-RB/4 PrSpWe,RESI2,RB,4,PrSpWe,Sweep,1,1,0.4
RESI2-RB/4 PrSpHu,RESI2,RB,4,PrSpHu,Sweep,1,1,0.7
RESI2-RB/4 HeLepi,RESI2,RB,4,HeLepi,Sweep,1,1,6.9
RESI2-LB/4 TeMisc,RESI2,LB,4,TeMisc,Sweep,0,10,7.6
RESI2-LB/4 HeHemi,RESI2,LB,4,HeHemi,Sweep,0,1,0.7
RESI2-LB/4 HeLepi,RESI2,LB,4,HeLepi,Sweep,0,1,0.1
RESI2-RB/4 TeMisc,RESI2,RB,4,TeMisc,Sweep,2,16,10.6
RESI2-RB/4 HeHemi,RESI2,RB,4,HeHemi,Sweep,2,5,6.4
RESI2-RB/4 PrSpHu,RESI2,RB,4,PrSpHu,Sweep,2,2,4.9
RESI2-RB/4 PrSpHu,RESI2,RB,4,PrSpHu,Sweep,2,1,0.1
RESI2-LB/0 TeMisc,RESI2,LB,0,TeMisc,Sweep,0,13,6.7
RESI2-LB/0 PrSpWe,RESI2,LB,0,PrSpWe,Sweep,0,4,15
RESI2-LB/0 HeHemi,RESI2,LB,0,HeHemi,Sweep,0,1,0.5
RESI2-LB/0 HeLepi,RESI2,LB,0,HeLepi,Sweep,0,1,1.3
RESI2-LB/0 PrSpHu,RESI2,LB,0,PrSpHu,Sweep,0,5,3.6
RESI2-RB/12 TeMisc,RESI2,RB,12,TeMisc,Sweep,1,8,7
RESI2-RB/12 HeHemi,RESI2,RB,12,HeHemi,Sweep,1,7,8.5
RESI3-LB/1 TeMisc,RESI3,LB,1,TeMisc,Sweep,0,5,3.3
RESI3-LB/1 PrSpWe,RESI3,LB,1,PrSpWe,Sweep,0,4,2.8
RESI3-LB/2 TeMisc,RESI3,LB,2,TeMisc,Sweep,0,6,3.5
RESI3-LB/2 PrSpWe,RESI3,LB,2,PrSpWe,Sweep,0,3,2.6
RESI2-RB/1 TeMisc,RESI2,RB,1,TeMisc,Sweep,0,17,23.4
RESI2-RB/1 HeHemi,RESI2,RB,1,HeHemi,Sweep,0,2,0.4
RESI2-RB/1 PrSpWe,RESI2,RB,1,PrSpWe,Sweep,0,3,2.5
RESI2-RB/1 PrSpHu,RESI2,RB,1,PrSpHu,Sweep,0,2,5.5
RESI3-LB/32 TeMisc,RESI3,LB,32,TeMisc,Sweep,0,12,4.5
RESI3-LB/32 HeLepi,RESI3,LB,32,HeLepi,Sweep,0,3,3
RESI3-LB/32 HeHemi,RESI3,LB,32,HeHemi,Sweep,0,1,0.3
RESI3-LB/32 PrSpWe,RESI3,LB,32,PrSpWe,Sweep,0,3,3.5
RESI3-LB/32 PrSpHu,RESI3,LB,32,PrSpHu,Sweep,0,3,3.1
RESI3-LB/48 TeMisc,RESI3,LB,48,TeMisc,Sweep,0,19,17.7
RESI3-LB/48 HeLepi,RESI3,LB,48,HeLepi,Sweep,0,2,14.7
RESI3-LB/48 PrSpHu,RESI3,LB,48,PrSpHu,Sweep,0,3,0.1
RESI3-LB/48 PrSpWe,RESI3,LB,48,PrSpWe,Sweep,0,2,1.3
RESI3-RB/4 TeMisc,RESI3,RB,4,TeMisc,Sweep,0,16,16.2
RESI3-RB/4 HeHemi,RESI3,RB,4,HeHemi,Sweep,0,1,0.2
RESI3-RB/4 PrSpWe,RESI3,RB,4,PrSpWe,Sweep,0,2,3.9
RESI2-RB/2 TeMisc,RESI2,RB,2,TeMisc,Sweep,0,16,19.8
RESI2-RB/2 AeAqEp,RESI2,RB,2,AeAqEp,Sweep,0,1,0.7
RESI2-RB/2 PrSpWe,RESI2,RB,2,PrSpWe,Sweep,0,1,1.3
RESI2-RB/2 HeHemi,RESI2,RB,2,HeHemi,Sweep,0,4,6.6
RESI2-RB/12 TeMisc,RESI2,RB,12,TeMisc,Sweep,2,9,3.9
RESI2-RB/12 PrSpHu,RESI2,RB,12,PrSpHu,Sweep,2,3,6.2
RESI2-RB/12 PrSpWe,RESI2,RB,12,PrSpWe,Sweep,2,5,0.6
RESI2-RB/12 HeHemi,RESI2,RB,12,HeHemi,Sweep,2,7,7.7
RESI2-RB/8 TeMisc,RESI2,RB,8,TeMisc,Sweep,1,16,8.5
RESI2-RB/8 HeHemi,RESI2,RB,8,HeHemi,Sweep,1,2,0.4
RESI3-LB/8 TeMisc,RESI3,LB,8,TeMisc,Sweep,0,28,12.3
RESI3-LB/8 PrSpHu,RESI3,LB,8,PrSpHu,Sweep,0,1,0.1
RESI3-LB/8 HeLepi,RESI3,LB,8,HeLepi,Sweep,0,3,16.5
RESI3-LB/16 TeMisc,RESI3,LB,16,TeMisc,Sweep,0,14,5.3
RESI3-LB/16 HeHemi,RESI3,LB,16,HeHemi,Sweep,0,2,4.2
RESI3-LB/16 PrSpWe,RESI3,LB,16,PrSpWe,Sweep,0,2,0.8
RESI3-LB/16 PrSpHu,RESI3,LB,16,PrSpHu,Sweep,0,3,0.6
RESI4-LB/16 TeMisc,RESI4,LB,16,TeMisc,Sweep,0,6,11.9
RESI4-LB/16 PrSpHu,RESI4,LB,16,PrSpHu,Sweep,0,6,1.4
RESI4-LB/16 HeHemi,RESI4,LB,16,HeHemi,Sweep,0,2,11.8
RESI4-LB/16 PrSpWe,RESI4,LB,16,PrSpWe,Sweep,0,4,4.1
RESI4-LB/11 TeMisc,RESI4,LB,11,TeMisc,Sweep,0,6,8
RESI4-LB/11 HeLepi,RESI4,LB,11,HeLepi,Sweep,0,2,10.9
RESI4-LB/11 PrSpWe,RESI4,LB,11,PrSpWe,Sweep,0,1,0.1
RESI4-LB/11 PrSpHu,RESI4,LB,11,PrSpHu,Sweep,0,2,0.6
RESI4-LB/4 TeMisc,RESI4,LB,4,TeMisc,Sweep,0,9,30.8
RESI4-LB/4 HeHemi,RESI4,LB,4,HeHemi,Sweep,0,1,0.3
RESI4-LB/4 HeLepi,RESI4,LB,4,HeLepi,Sweep,0,1,0.2
RESI4-LB/4 PrSpWe,RESI4,LB,4,PrSpWe,Sweep,0,2,0.5
RESI4-LB/8 TeMisc,RESI4,LB,8,TeMisc,Sweep,0,6,3.4
RESI4-LB/8 HeLepi,RESI4,LB,8,HeLepi,Sweep,0,1,1
RESI4-LB/8 PrSpHu,RESI4,LB,8,PrSpHu,Sweep,0,1,3.5
RESI4-LB/8 PrSpWe,RESI4,LB,8,PrSpWe,Sweep,0,1,0.8
RESI5.2-LB/4 TeMisc,RESI5.2,LB,4,TeMisc,Sweep,0,8,1.3
RESI5.2-LB/4 PrSpHu,RESI5.2,LB,4,PrSpHu,Sweep,0,1,0.5
RESI5.2-LB/4 HeHemi,RESI5.2,LB,4,HeHemi,Sweep,0,2,9
RESI5.2-LB/8 TeMisc,RESI5.2,LB,8,TeMisc,Sweep,0,20,52.8
RESI5.2-LB/8 PrSpWe,RESI5.2,LB,8,PrSpWe,Sweep,0,1,0.8
RESI5.2-LB/8 PrSpHu,RESI5.2,LB,8,PrSpHu,Sweep,0,5,3.9
RESI5.2-LB/8 HeHemi,RESI5.2,LB,8,HeHemi,Sweep,0,1,2.4
RESI3-RB/8 HeHemi,RESI3,RB,8,HeHemi,Sweep,0,2,1.8
RESI3-RB/8 PrSpHu,RESI3,RB,8,PrSpHu,Sweep,0,1,0.8
RESI3-RB/8 PrSpWe,RESI3,RB,8,PrSpWe,Sweep,0,4,3.1
RESI3-RB/8 TeMisc,RESI3,RB,8,TeMisc,Sweep,0,15,23.2
RESI3-RB/16 TeMisc,RESI3,RB,16,TeMisc,Sweep,0,10,9.7
RESI3-RB/16 HeLepi,RESI3,RB,16,HeLepi,Sweep,0,1,4.5
RESI3-RB/16 HeHemi,RESI3,RB,16,HeHemi,Sweep,0,1,0.1
RESI3-RB/16 PrSpHu,RESI3,RB,16,PrSpHu,Sweep,0,5,11.1
RESI3-RB/16 PrSpWe,RESI3,RB,16,PrSpWe,Sweep,0,2,0.1
RESI3-RB/19 PrSpWe,RESI3,RB,19,PrSpWe,Sweep,0,2,1
RESI3-RB/19 TeMisc,RESI3,RB,19,TeMisc,Sweep,0,3,1.3
RESI4-LB/0 AeAqTr,RESI4,LB,0,AeAqTr,Sweep,0,1,1.1
RESI4-LB/0 AeAqEp,RESI4,LB,0,AeAqEp,Sweep,0,1,0.1
RESI4-LB/0 PrSpWe,RESI4,LB,0,PrSpWe,Sweep,0,3,4.3
RESI4-LB/0 PrSpHu,RESI4,LB,0,PrSpHu,Sweep,0,6,0.9
RESI4-LB/0 TeMisc,RESI4,LB,0,TeMisc,Sweep,0,17,60.2
RESI4-LB/0 HeHemi,RESI4,LB,0,HeHemi,Sweep,0,1,0.1
RESI3-LB/4 AeAqPl,RESI3,LB,4,AeAqPl,Sweep,0,1,1.2
RESI3-LB/4 TeMisc,RESI3,LB,4,TeMisc,Sweep,0,11,2.1
RESI3-LB/4 PrSpWe,RESI3,LB,4,PrSpWe,Sweep,0,4,2.7
RESI4-RB/0 PrSpWe,RESI4,RB,0,PrSpWe,Sweep,0,3,3.2
RESI4-RB/0 TeMisc,RESI4,RB,0,TeMisc,Sweep,0,11,3.5
RESI4-RB/1 TeMisc,RESI4,RB,1,TeMisc,Sweep,0,8,2.9
RESI4-RB/1 PrSpWe,RESI4,RB,1,PrSpWe,Sweep,0,1,0.1
RESI4-RB/1 PrSpHu,RESI4,RB,1,PrSpHu,Sweep,0,1,0.2
RESI4-RB/2 TeMisc,RESI4,RB,2,TeMisc,Sweep,0,12,9.6
RESI4-RB/2 PrSpWe,RESI4,RB,2,PrSpWe,Sweep,0,1,2.4
RESI4-RB/2 HeHemi,RESI4,RB,2,HeHemi,Sweep,0,1,0.4
RESI4-RB/2 HeLepi,RESI4,RB,2,HeLepi,Sweep,0,1,0.9
RESI4-RB/4 PrSpHu,RESI4,RB,4,PrSpHu,Sweep,0,2,2.5
RESI4-RB/4 PrSpWe,RESI4,RB,4,PrSpWe,Sweep,0,8,5.4
RESI4-RB/4 TeMisc,RESI4,RB,4,TeMisc,Sweep,0,12,9.9
RESI4-RB/4 HeHemi,RESI4,RB,4,HeHemi,Sweep,0,1,1.3
RESI4-LB/1 TeMisc,RESI4,LB,1,TeMisc,Sweep,0,5,22.7
RESI4-LB/1 HeLepi,RESI4,LB,1,HeLepi,Sweep,0,3,1.2
RESI4-LB/1 PrSpHu,RESI4,LB,1,PrSpHu,Sweep,0,7,1.9
RESI4-LB/1 PrSpWe,RESI4,LB,1,PrSpWe,Sweep,0,2,1.4
RESI4-LB/1 HeHemi,RESI4,LB,1,HeHemi,Sweep,0,1,0.1
RESI4-LB/2 HeLepi,RESI4,LB,2,HeLepi,Sweep,0,1,2.8
RESI4-LB/2 TeMisc,RESI4,LB,2,TeMisc,Sweep,0,10,5.3
RESI4-LB/2 HeHemi,RESI4,LB,2,HeHemi,Sweep,0,1,0.5
RESI4-LB/2 PrSpHu,RESI4,LB,2,PrSpHu,Sweep,0,1,5.9
RESI5.2-LB/16 PrSpWe,RESI5.2,LB,16,PrSpWe,Sweep,0,2,3.9
RESI5.2-LB/16 TeMisc,RESI5.2,LB,16,TeMisc,Sweep,0,3,0.2
RESI5.1-RB/22 TeMisc,RESI5.1,RB,22,TeMisc,Sweep,0,15,26.4
RESI5.1-RB/22 PrSpWe,RESI5.1,RB,22,PrSpWe,Sweep,0,6,5.7
RESI5.1-RB/32 TeMisc,RESI5.1,RB,32,TeMisc,Sweep,0,3,14.4
RESI5.1-RB/32 PrSpHu,RESI5.1,RB,32,PrSpHu,Sweep,0,2,3.1
RESI5.1-RB/32 PrSpWe,RESI5.1,RB,32,PrSpWe,Sweep,0,10,14.5
RESI4-RB/8 PrSpWe,RESI4,RB,8,PrSpWe,Sweep,0,1,0.9
RESI4-RB/8 HeLepi,RESI4,RB,8,HeLepi,Sweep,0,1,1.4
RESI4-RB/8 TeMisc,RESI4,RB,8,TeMisc,Sweep,0,6,18.1
RESI4-RB/14 TeMisc,RESI4,RB,14,TeMisc,Sweep,0,6,16.7
RESI4-RB/14 PrSpHu,RESI4,RB,14,PrSpHu,Sweep,0,2,1.8
RESI4-RB/14 HeLepi,RESI4,RB,14,HeLepi,Sweep,0,1,1.8
RESI4-RB/14 PrSpWe,RESI4,RB,14,PrSpWe,Sweep,0,3,5.2
RESI5.2-LB/1 HeHemi,RESI5.2,LB,1,HeHemi,Sweep,0,1,1.7
RESI5.2-LB/1 PrSpHu,RESI5.2,LB,1,PrSpHu,Sweep,0,1,0.5
RESI5.2-LB/1 PrSpWe,RESI5.2,LB,1,PrSpWe,Sweep,0,1,1.1
RESI5.2-LB/2 AeLepi,RESI5.2,LB,2,AeLepi,Sweep,0,1,10
RESI5.2-LB/2 HeHemi,RESI5.2,LB,2,HeHemi,Sweep,0,1,1.7
RESI5.2-LB/2 TeMisc,RESI5.2,LB,2,TeMisc,Sweep,0,1,1.2
RESI3-ALL/0 PrBeet,RESI3,ALL,0,PrBeet,Ground,0,2,32.9
RESI3-ALL/0 PrSpWe,RESI3,ALL,0,PrSpWe,Ground,0,1,3
RESI5.2-RB/0 PrBeet,RESI5.2,RB,0,PrBeet,Ground,0,2,1.3
RESI5.2-RB/0 TeMisc,RESI5.2,RB,0,TeMisc,Ground,0,1,2
RESI5.2-RB/0 PrSpHu,RESI5.2,RB,0,PrSpHu,Ground,0,1,3.1
RESI5.2-LB/0 TeMisc,RESI5.2,LB,0,TeMisc,Ground,0,6,16.2
RESI5.2-LB/0 PrSpHu,RESI5.2,LB,0,PrSpHu,Ground,0,3,6.7
RESI5.2-LB/0 PrBeet,RESI5.2,LB,0,PrBeet,Ground,0,1,1.5
RESI5.1-RB/0 PrBeet,RESI5.1,RB,0,PrBeet,Ground,0,9,17.7
RESI5.1-RB/0 PrSpHu,RESI5.1,RB,0,PrSpHu,Ground,0,1,4.1
RESI5.1-RB/0 TeMisc,RESI5.1,RB,0,TeMisc,Ground,0,2,10.6
RESI1.2-LB/0 PrSpHu,RESI1.2,LB,0,PrSpHu,Ground,0,3,7.2
RESI1.2-LB/0 TeMisc,RESI1.2,LB,0,TeMisc,Ground,0,3,2.7
RESI1.2-LB/0 PrBeet,RESI1.2,LB,0,PrBeet,Ground,0,2,3.5
RESI1.1-RB/0 PrSpHu,RESI1.1,RB,0,PrSpHu,Ground,0,6,11.8
RESI1.1-RB/0 PrSpWe,RESI1.1,RB,0,PrSpWe,Ground,0,1,1.5
RESI1.2-RB/0 PrSpHu,RESI1.2,RB,0,PrSpHu,Ground,0,3,11.7
RESI1.2-RB/0 PrBeet,RESI1.2,RB,0,PrBeet,Ground,0,2,3.1
RESI2-RB/0 PrBeet,RESI2,RB,0,PrBeet,Ground,0,2,39.4
RESI2-RB/0 TeMisc,RESI2,RB,0,TeMisc,Ground,0,2,4.5
RESI2-RB/0 PrSpHu,RESI2,RB,0,PrSpHu,Ground,0,77,92
CORN1.1-LB/1 TeMisc,CORN1.1,LB,1,TeMisc,Pitfall,3,2,89.3
CORN1.1-LB/1 PrSpHu,CORN1.1,LB,1,PrSpHu,Pitfall,3,1,5.5
CORN1.1-LB/1 PrBeet,CORN1.1,LB,1,PrBeet,Pitfall,3,6,22.1
CORN1.3-LB/4 PrSpHu,CORN1.3,LB,4,PrSpHu,Pitfall,1,5,30.9
CORN1.1-LB/0 PrSpHu,CORN1.1,LB,0,PrSpHu,Pitfall,5,2,9.5
CORN1.3-LB/2 PrSpHu,CORN1.3,LB,2,PrSpHu,Pitfall,2,1,1.7
CORN1.3-LB/8 PrBeet,CORN1.3,LB,8,PrBeet,Pitfall,2,2,5.9
CORN1.3-LB/8 TeMisc,CORN1.3,LB,8,TeMisc,Pitfall,2,2,0.4
CORN1.3-LB/16 TeMisc,CORN1.3,LB,16,TeMisc,Pitfall,1,2,3.6
CORN1.3-LB/16 PrSpHu,CORN1.3,LB,16,PrSpHu,Pitfall,1,1,5.6
CORN1.3-LB/16 PrBeet,CORN1.3,LB,16,PrBeet,Pitfall,1,1,0.5
CORN1.1-RB/37 TeMisc,CORN1.1,RB,37,TeMisc,Pitfall,2,6,87
CORN1.1-RB/37 PrSpWe,CORN1.1,RB,37,PrSpWe,Pitfall,2,1,10.2
CORN1.1-RB/19 PrSpHu,CORN1.1,RB,19,PrSpHu,Pitfall,4,3,3.3
CORN1.1-RB/19 TeMisc,CORN1.1,RB,19,TeMisc,Pitfall,4,3,1.7
CORN1.1-RB/19 PrBeet,CORN1.1,RB,19,PrBeet,Pitfall,4,3,2.5
CORN1.1-RB/4 PrSpHu,CORN1.1,RB,4,PrSpHu,Pitfall,1,1,13.4
CORN1.1-LB/1 PrSpHu,CORN1.1,LB,1,PrSpHu,Pitfall,4,2,10
CORN1.1-RB/32 TeMisc,CORN1.1,RB,32,TeMisc,Pitfall,2,12,138.5
CORN1.1-RB/32 PrSpWe,CORN1.1,RB,32,PrSpWe,Pitfall,2,1,9.4
CORN1.5-LB/0 PrBeet,CORN1.5,LB,0,PrBeet,Pitfall,2,9,34.3
CORN1.5-LB/0 PrSpHu,CORN1.5,LB,0,PrSpHu,Pitfall,2,3,18.7
CORN1.1-LB/4 PrBeet,CORN1.1,LB,4,PrBeet,Pitfall,5,2,1.2
CORN1.1-RB/16 TeMisc,CORN1.1,RB,16,TeMisc,Pitfall,6,2,71.6
CORN1.1-RB/16 PrSpHu,CORN1.1,RB,16,PrSpHu,Pitfall,6,1,3.1
CORN1.1-LB/4 TeMisc,CORN1.1,LB,4,TeMisc,Pitfall,3,3,1.4
CORN1.1-LB/4 PrSpHu,CORN1.1,LB,4,PrSpHu,Pitfall,3,3,12.3
CORN1.1-RB/19 TeMisc,CORN1.1,RB,19,TeMisc,Pitfall,2,4,1.5
CORN1.1-RB/19 PrBeet,CORN1.1,RB,19,PrBeet,Pitfall,2,7,3.6
CORN1.1-RB/19 PrSpHu,CORN1.1,RB,19,PrSpHu,Pitfall,2,1,0.6
CORN1.5-RB/1 TeMisc,CORN1.5,RB,1,TeMisc,Pitfall,1,2,2.1
CORN1.5-RB/1 PrBeet,CORN1.5,RB,1,PrBeet,Pitfall,1,3,1
CORN1.1-RB/1 PrSpHu,CORN1.1,RB,1,PrSpHu,Pitfall,3,1,2.1
CORN1.1-RB/1 TeMisc,CORN1.1,RB,1,TeMisc,Pitfall,3,1,0.3
CORN1.1-RB/32 TeMisc,CORN1.1,RB,32,TeMisc,Pitfall,1,6,67.9
CORN1.1-RB/32 PrBeet,CORN1.1,RB,32,PrBeet,Pitfall,1,3,18.4
CORN1.1-RB/32 PrSpWe,CORN1.1,RB,32,PrSpWe,Pitfall,1,2,1.5
CORN1.2-LB/2 PrSpHu,CORN1.2,LB,2,PrSpHu,Pitfall,1,1,11.9
CORN1.1-RB/8 PrSpHu,CORN1.1,RB,8,PrSpHu,Pitfall,5,2,35.3
CORN1.1-LB/0 PrSpHu,CORN1.1,LB,0,PrSpHu,Pitfall,3,11,167.4
CORN1.1-LB/0 PrBeet,CORN1.1,LB,0,PrBeet,Pitfall,3,2,11.4
CORN1.1-RB/32 TeMisc,CORN1.1,RB,32,TeMisc,Pitfall,3,10,88.9
CORN1.1-RB/32 PrSpWe,CORN1.1,RB,32,PrSpWe,Pitfall,3,2,1.5
CORN1.1-RB/32 PrSpHu,CORN1.1,RB,32,PrSpHu,Pitfall,3,1,0.6
CORN1.3-LB/32 TeMisc,CORN1.3,LB,32,TeMisc,Pitfall,1,2,187.5
CORN1.5-RB/16 PrSpHu,CORN1.5,RB,16,PrSpHu,Pitfall,2,1,14.8
CORN1.1-RB/4 PrSpHu,CORN1.1,RB,4,PrSpHu,Pitfall,6,3,21.2
CORN1.1-RB/37 PrBeet,CORN1.1,RB,37,PrBeet,Pitfall,1,1,46
CORN1.1-RB/37 TeMisc,CORN1.1,RB,37,TeMisc,Pitfall,1,10,74.1
CORN1.1-RB/37 PrSpHu,CORN1.1,RB,37,PrSpHu,Pitfall,1,2,1.8
CORN1.6-LB/2 TeMisc,CORN1.6,LB,2,TeMisc,Pitfall,1,3,2.2
CORN1.6-LB/2 PrBeet,CORN1.6,LB,2,PrBeet,Pitfall,1,2,2.7
CORN1.1-RB/2 TeMisc,CORN1.1,RB,2,TeMisc,Pitfall,4,2,2.2
CORN1.1-RB/2 PrSpHu,CORN1.1,RB,2,PrSpHu,Pitfall,4,2,8.8
CORN1.2-LB/8 TeMisc,CORN1.2,LB,8,TeMisc,Pitfall,2,3,350.1
CORN1.1-LB/2 TeMisc,CORN1.1,LB,2,TeMisc,Pitfall,1,6,184.4
CORN1.1-LB/2 PrBeet,CORN1.1,LB,2,PrBeet,Pitfall,1,5,19.1
CORN1.1-LB/2 PrSpHu,CORN1.1,LB,2,PrSpHu,Pitfall,1,4,18.5
CORN1.4-LB/0 TeMisc,CORN1.4,LB,0,TeMisc,Pitfall,1,1,1.1
CORN1.4-LB/0 PrBeet,CORN1.4,LB,0,PrBeet,Pitfall,1,3,1.3
CORN1.4-LB/0 PrSpHu,CORN1.4,LB,0,PrSpHu,Pitfall,1,1,5.7
CORN1.1-RB/8 PrSpHu,CORN1.1,RB,8,PrSpHu,Pitfall,6,3,152.8
CORN1.1-RB/8 PrBeet,CORN1.1,RB,8,PrBeet,Pitfall,6,1,4.1
CORN1.1-RB/8 TeMisc,CORN1.1,RB,8,TeMisc,Pitfall,6,2,2.3
CORN1.1-LB/2 PrSpHu,CORN1.1,LB,2,PrSpHu,Pitfall,5,2,97.9
CORN1.1-RB/8 PrSpHu,CORN1.1,RB,8,PrSpHu,Pitfall,2,1,5.5
CORN1.1-LB/4 TeMisc,CORN1.1,LB,4,TeMisc,Pitfall,1,7,128.6
CORN1.1-LB/4 PrSpHu,CORN1.1,LB,4,PrSpHu,Pitfall,1,2,6.5
CORN1.1-LB/4 PrBeet,CORN1.1,LB,4,PrBeet,Pitfall,1,3,4.1
CORN1.1-RB/0 PrSpHu,CORN1.1,RB,0,PrSpHu,Pitfall,4,13,173
CORN1.1-RB/0 PrBeet,CORN1.1,RB,0,PrBeet,Pitfall,4,2,6.3
CORN1.4-LB/16 PrBeet,CORN1.4,LB,16,PrBeet,Pitfall,3,5,95.2
CORN1.1-LB/1 PrSpHu,CORN1.1,LB,1,PrSpHu,Pitfall,1,1,331.4
CORN1.1-LB/1 TeMisc,CORN1.1,LB,1,TeMisc,Pitfall,1,1,70.9
CORN1.3-LB/2 PrBeet,CORN1.3,LB,2,PrBeet,Pitfall,3,2,1
CORN1.3-LB/2 PrSpHu,CORN1.3,LB,2,PrSpHu,Pitfall,3,4,51.8
CORN1.3-LB/2 TeMisc,CORN1.3,LB,2,TeMisc,Pitfall,3,1,1.5
CORN1.1-LB/2 PrSpHu,CORN1.1,LB,2,PrSpHu,Pitfall,4,2,5.8
CORN1.1-LB/2 PrBeet,CORN1.1,LB,2,PrBeet,Pitfall,4,1,0.4
CORN1.1-LB/2 TeMisc,CORN1.1,LB,2,TeMisc,Pitfall,4,1,0.5
CORN1.5-RB/8 PrSpHu,CORN1.5,RB,8,PrSpHu,Pitfall,2,3,14.6
CORN1.5-RB/8 TeMisc,CORN1.5,RB,8,TeMisc,Pitfall,2,1,1.3
CORN1.5-RB/8 PrBeet,CORN1.5,RB,8,PrBeet,Pitfall,2,2,0.9
CORN1.2-LB/1 TeMisc,CORN1.2,LB,1,TeMisc,Pitfall,2,1,39.6
CORN1.3-LB/16 PrBeet,CORN1.3,LB,16,PrBeet,Pitfall,3,2,0.5
CORN1.3-LB/16 PrSpHu,CORN1.3,LB,16,PrSpHu,Pitfall,3,1,4.3
CORN1.3-LB/16 TeMisc,CORN1.3,LB,16,TeMisc,Pitfall,3,1,0.8
CORN1.1-RB/0 PrSpHu,CORN1.1,RB,0,PrSpHu,Pitfall,1,14,214
CORN1.1-RB/0 PrBeet,CORN1.1,RB,0,PrBeet,Pitfall,1,1,3.1
CORN1.1-RB/0 TeMisc,CORN1.1,RB,0,TeMisc,Pitfall,1,1,2.1
CORN1.2-LB/8 TeMisc,CORN1.2,LB,8,TeMisc,Pitfall,1,3,154.8
CORN1.5-LB/16 PrSpHu,CORN1.5,LB,16,PrSpHu,Pitfall,1,3,16.1
CORN1.1-RB/1 PrSpHu,CORN1.1,RB,1,PrSpHu,Pitfall,4,7,65
CORN1.1-RB/1 PrBeet,CORN1.1,RB,1,PrBeet,Pitfall,4,1,1.3
CORN1.1-RB/1 PrSpHu,CORN1.1,RB,1,PrSpHu,Pitfall,2,5,38.6
CORN1.1-RB/1 PrBeet,CORN1.1,RB,1,PrBeet,Pitfall,2,1,0.1
CORN1.1-RB/1 TeMisc,CORN1.1,RB,1,TeMisc,Pitfall,2,1,0.1
CORN1.5-LB/2 PrBeet,CORN1.5,LB,2,PrBeet,Pitfall,3,2,1.3
CORN1.5-LB/2 PrSpHu,CORN1.5,LB,2,PrSpHu,Pitfall,3,2,29.7
CORN1.5-LB/2 TeMisc,CORN1.5,LB,2,TeMisc,Pitfall,3,1,0.1
CORN1.5-LB/0 PrBeet,CORN1.5,LB,0,PrBeet,Pitfall,1,12,44.5
CORN1.5-LB/0 PrSpHu,CORN1.5,LB,0,PrSpHu,Pitfall,1,3,16
CORN1.5-LB/0 TeMisc,CORN1.5,LB,0,TeMisc,Pitfall,1,2,1.2
CORN1.1-LB/0 TeMisc,CORN1.1,LB,0,TeMisc,Pitfall,4,1,42.1
CORN1.1-LB/0 PrSpHu,CORN1.1,LB,0,PrSpHu,Pitfall,4,4,26.7
CORN1.1-LB/0 PrBeet,CORN1.1,LB,0,PrBeet,Pitfall,4,3,8.8
CORN1.1-LB/0 PrSpHu,CORN1.1,LB,0,PrSpHu,Pitfall,1,7,146.2
CORN1.1-LB/0 PrBeet,CORN1.1,LB,0,PrBeet,Pitfall,1,6,34.4
CORN1.1-LB/0 TeMisc,CORN1.1,LB,0,TeMisc,Pitfall,1,2,0.4
CORN1.1-RB/16 PrSpHu,CORN1.1,RB,16,PrSpHu,Pitfall,4,4,42.4
CORN1.1-RB/16 PrBeet,CORN1.1,RB,16,PrBeet,Pitfall,4,4,4.7
CORN1.1-RB/16 TeMisc,CORN1.1,RB,16,TeMisc,Pitfall,4,2,83
CORN1.2-LB/4 PrSpHu,CORN1.2,LB,4,PrSpHu,Pitfall,1,3,21.8
CORN1.2-LB/4 TeMisc,CORN1.2,LB,4,TeMisc,Pitfall,1,1,0.4
CORN1.1-LB/8 PrBeet,CORN1.1,LB,8,PrBeet,Pitfall,5,8,1.3
CORN1.1-LB/8 PrSpHu,CORN1.1,LB,8,PrSpHu,Pitfall,5,1,5
CORN1.1-LB/8 TeMisc,CORN1.1,LB,8,TeMisc,Pitfall,5,2,2.5
CORN1.1-LB/8 PrSpHu,CORN1.1,LB,8,PrSpHu,Pitfall,6,2,46.1
CORN1.1-LB/8 TeMisc,CORN1.1,LB,8,TeMisc,Pitfall,6,2,55
CORN1.1-LB/8 PrBeet,CORN1.1,LB,8,PrBeet,Pitfall,6,6,1.8
CORN1.1-LB/2 TeMisc,CORN1.1,LB,2,TeMisc,Pitfall,3,2,77.7
CORN1.1-LB/2 PrSpHu,CORN1.1,LB,2,PrSpHu,Pitfall,3,2,107.3
CORN1.1-LB/2 PrBeet,CORN1.1,LB,2,PrBeet,Pitfall,3,3,6.5
CORN1.1-RB/8 PrSpHu,CORN1.1,RB,8,PrSpHu,Pitfall,4,5,55.8
CORN1.1-RB/8 PrBeet,CORN1.1,RB,8,PrBeet,Pitfall,4,1,0.7
CORN1.1-RB/4 PrSpHu,CORN1.1,RB,4,PrSpHu,Pitfall,3,5,55.8
CORN1.1-RB/16 PrSpHu,CORN1.1,RB,16,PrSpHu,Pitfall,3,2,18.3
CORN1.1-RB/16 PrBeet,CORN1.1,RB,16,PrBeet,Pitfall,3,1,0.6
